gateNo,typeAccepted,refuelingCapable,maxCartsAccepted,stationName,,stationName,location,,trainNo,departureTime,arrivalTime,routeStatus,,trainNo,totalLocomotiveCarts,totalTransportCarts,totalPassengerCarts,rdyForUtil,stationName
95492,cargo,Yes,51,Guadalupe Station,,Guadalupe Station,Guadalupe,,"55,300,000,000.00",04:11,,Scheduled,,"55,300,000,000.00",1,5,19,TRUE,Guadalupe Station
14841,cargo,No,72,CÃ¡ceres Station,,CÃ¡ceres Station,CÃ¡ceres,,"87,100,000,000.00",07:13,,Boarding,,"87,100,000,000.00",1,16,7,TRUE,CÃ¡ceres Station
56043,cargo,No,40,Geesthacht Station,,Geesthacht Station,Geesthacht,,"20,100,000,000.00",13:13,,Early,,"20,100,000,000.00",2,6,15,TRUE,Geesthacht Station
83211,passenger,Yes,96,Vladimir Station,,Vladimir Station,Vladimir,,"15,100,000,000.00",08:49,,On-Time,,"15,100,000,000.00",1,9,6,TRUE,Vladimir Station
46088,passenger,No,25,Kilsyth Station,,Kilsyth Station,Kilsyth,,"95,600,000,000.00",18:02,,Early,,"95,600,000,000.00",2,3,7,TRUE,Kilsyth Station
40542,cargo,Yes,53,Purmerend Station,,Purmerend Station,Purmerend,,"11,200,000,000.00",08:17,,On-Time,,"11,200,000,000.00",0,17,10,FALSE,Purmerend Station
22708,passenger,No,67,Imphal Station,,Imphal Station,Imphal,,"50,400,000,000.00",09:57,,On-Time,,"50,400,000,000.00",1,4,6,TRUE,Imphal Station
30544,cargo,Yes,49,Toowoomba Station,,Toowoomba Station,Toowoomba,,"45,500,000,000.00",02:22,,Early,,"45,500,000,000.00",1,4,8,FALSE,Toowoomba Station
19680,passenger,Yes,72,Polesella Station,,Polesella Station,Polesella,,"34,500,000,000.00",13:37,,On-Time,,"34,500,000,000.00",1,18,3,FALSE,Polesella Station
43390,cargo,No,30,Westport Station,,Westport Station,Westport,,"94,900,000,000.00",19:39,,Boarding,,"94,900,000,000.00",1,7,16,FALSE,Westport Station
1188,passenger,No,82,Dumfries Station,,Dumfries Station,Dumfries,,"80,200,000,000.00",08:53,,Early,,"80,200,000,000.00",2,9,11,TRUE,Dumfries Station
23990,cargo,Yes,46,Hoorn Station,,Hoorn Station,Hoorn,,"38,400,000,000.00",17:03,,Early,,"38,400,000,000.00",1,10,0,TRUE,Hoorn Station
95525,passenger,No,67,Dhuy Station,,Dhuy Station,Dhuy,,"76,100,000,000.00",00:10,,Early,,"76,100,000,000.00",0,9,17,FALSE,Dhuy Station
70407,passenger,No,90,San Gregorio Station,,San Gregorio Station,San Gregorio,,"9,830,000,000.00",05:25,,Early,,"9,830,000,000.00",1,1,15,FALSE,San Gregorio Station
17427,passenger,Yes,13,VÃ¶cklabruck Station,,VÃ¶cklabruck Station,VÃ¶cklabruck,,"10,200,000,000.00",01:07,,On-Time,,"10,200,000,000.00",1,0,7,FALSE,VÃ¶cklabruck Station
8113,cargo,Yes,77,PÃ¼ttlingen Station,,PÃ¼ttlingen Station,PÃ¼ttlingen,,"21,000,000,000.00",16:12,,On-Time,,"21,000,000,000.00",2,7,6,TRUE,PÃ¼ttlingen Station
21555,passenger,No,22,Ruoti Station,,Ruoti Station,Ruoti,,"5,320,000,000.00",00:16,,Arrived,,"5,320,000,000.00",1,5,4,TRUE,Ruoti Station
42836,passenger,Yes,22,Oakham Station,,Oakham Station,Oakham,,"31,300,000,000.00",23:04,,Scheduled,,"31,300,000,000.00",1,10,12,TRUE,Oakham Station
89708,cargo,Yes,14,QuillÃ³n Station,,QuillÃ³n Station,QuillÃ³n,,"95,300,000,000.00",10:00,,Early,,"95,300,000,000.00",1,3,10,TRUE,QuillÃ³n Station
25271,cargo,Yes,42,Barghe Station,,Barghe Station,Barghe,,"83,800,000,000.00",08:42,,Early,,"83,800,000,000.00",1,1,13,TRUE,Barghe Station
25720,passenger,Yes,69,,,,,,"63,700,000,000.00",09:51,,Boarding,,"63,700,000,000.00",1,3,20,TRUE,
10002,cargo,Yes,44,,,,,,"34,000,000,000.00",19:59,,Scheduled,,"34,000,000,000.00",1,12,10,FALSE,
21509,passenger,Yes,86,,,,,,"68,500,000,000.00",11:35,,Boarding,,"68,500,000,000.00",1,15,17,FALSE,
2710,cargo,No,46,,,,,,"16,100,000,000.00",19:10,,On-Time,,"16,100,000,000.00",2,7,1,FALSE,
75064,cargo,Yes,89,,,,,,"87,200,000,000.00",19:11,,Boarding,,"87,200,000,000.00",2,9,10,TRUE,
34234,cargo,No,72,,,,,,"22,400,000,000.00",09:02,,Early,,"22,400,000,000.00",2,14,12,TRUE,
64867,passenger,No,99,,,,,,"70,400,000,000.00",10:58,,Arrived,,"70,400,000,000.00",0,9,12,FALSE,
14447,cargo,Yes,16,,,,,,"42,400,000,000.00",04:34,,Scheduled,,"42,400,000,000.00",1,2,11,FALSE,
83159,passenger,No,36,,,,,,"71,400,000,000.00",07:40,,On-Time,,"71,400,000,000.00",1,16,12,FALSE,
87054,passenger,No,92,,,,,,"99,900,000,000.00",11:37,,Scheduled,,"99,900,000,000.00",2,16,7,FALSE,
16074,passenger,Yes,85,,,,,,"27,000,000,000.00",11:06,,Early,,"27,000,000,000.00",1,16,19,FALSE,
58646,passenger,No,38,,,,,,"79,900,000,000.00",10:36,,Early,,"79,900,000,000.00",1,15,17,FALSE,
28387,cargo,Yes,33,,,,,,"61,900,000,000.00",09:04,,Boarding,,"61,900,000,000.00",0,8,9,TRUE,
44405,passenger,No,55,,,,,,"72,000,000,000.00",19:36,,Early,,"72,000,000,000.00",0,20,3,FALSE,
24364,cargo,No,95,,,,,,"93,900,000,000.00",16:50,,Early,,"93,900,000,000.00",1,15,3,TRUE,
11669,passenger,Yes,68,,,,,,"89,800,000,000.00",11:50,,Arrived,,"89,800,000,000.00",1,0,13,FALSE,
17988,cargo,No,29,,,,,,"8,590,000,000.00",11:53,,Early,,"8,590,000,000.00",1,3,19,TRUE,
43295,passenger,Yes,91,,,,,,"16,800,000,000.00",10:06,,Early,,"16,800,000,000.00",1,4,0,TRUE,
90772,cargo,No,55,,,,,,"27,800,000,000.00",01:28,,On-Time,,"27,800,000,000.00",1,17,13,TRUE,
56713,passenger,Yes,66,,,,,,"65,000,000,000.00",16:54,,Early,,"65,000,000,000.00",1,16,16,TRUE,
15898,cargo,No,46,,,,,,"294,000,000.00",19:54,,On-Time,,"294,000,000.00",1,16,3,FALSE,
68218,cargo,No,47,,,,,,"64,500,000,000.00",14:08,,On-Time,,"64,500,000,000.00",1,20,12,TRUE,
62035,passenger,No,16,,,,,,"98,700,000,000.00",14:47,,Early,,"98,700,000,000.00",0,6,13,FALSE,
84832,cargo,No,28,,,,,,"66,800,000,000.00",16:43,,Scheduled,,"66,800,000,000.00",0,11,18,FALSE,
48026,passenger,Yes,89,,,,,,"91,700,000,000.00",23:04,,Scheduled,,"91,700,000,000.00",1,8,9,TRUE,
8082,cargo,Yes,39,,,,,,"32,200,000,000.00",01:32,,Boarding,,"32,200,000,000.00",1,11,8,FALSE,
1647,passenger,Yes,45,,,,,,"42,600,000,000.00",19:59,,Boarding,,"42,600,000,000.00",1,17,0,FALSE,
83972,passenger,Yes,64,,,,,,"59,500,000,000.00",00:11,,On-Time,,"59,500,000,000.00",1,8,2,TRUE,
82652,cargo,Yes,76,,,,,,"381,000,000.00",07:23,,Boarding,,"381,000,000.00",1,5,3,TRUE,
48556,cargo,No,63,,,,,,"45,900,000,000.00",08:09,,On-Time,,"45,900,000,000.00",2,16,13,TRUE,
69346,passenger,No,71,,,,,,"74,500,000,000.00",03:56,,On-Time,,"74,500,000,000.00",1,6,8,FALSE,
50195,passenger,Yes,90,,,,,,"6,680,000,000.00",13:04,,Scheduled,,"6,680,000,000.00",1,2,16,FALSE,
70561,passenger,No,23,,,,,,"41,600,000,000.00",11:11,,Early,,"41,600,000,000.00",2,10,16,TRUE,
35315,passenger,Yes,29,,,,,,"91,000,000,000.00",04:11,,Boarding,,"91,000,000,000.00",0,11,6,FALSE,
79243,passenger,No,40,,,,,,"97,500,000,000.00",22:19,,Boarding,,"97,500,000,000.00",0,2,9,FALSE,
54066,cargo,Yes,97,,,,,,"86,200,000,000.00",08:54,,Boarding,,"86,200,000,000.00",1,16,2,TRUE,
84647,cargo,Yes,91,,,,,,"79,700,000,000.00",03:18,,Boarding,,"79,700,000,000.00",1,2,10,FALSE,
70798,passenger,No,20,,,,,,"2,690,000,000.00",00:44,,Early,,"2,690,000,000.00",1,5,13,TRUE,
55320,cargo,No,36,,,,,,"65,600,000,000.00",06:49,,Arrived,,"65,600,000,000.00",2,15,2,TRUE,
95316,cargo,No,96,,,,,,"88,700,000,000.00",14:46,,Boarding,,"88,700,000,000.00",1,6,20,TRUE,
40864,passenger,Yes,57,,,,,,"21,400,000,000.00",17:08,,Scheduled,,"21,400,000,000.00",1,14,20,TRUE,
17596,passenger,Yes,76,,,,,,"24,300,000,000.00",17:20,,Early,,"24,300,000,000.00",1,9,4,FALSE,
31468,passenger,No,54,,,,,,"80,400,000,000.00",21:20,,Early,,"80,400,000,000.00",0,9,19,FALSE,
43840,passenger,No,36,,,,,,"64,900,000,000.00",15:21,,On-Time,,"64,900,000,000.00",1,18,10,TRUE,
16072,cargo,No,13,,,,,,"52,300,000,000.00",23:57,,Scheduled,,"52,300,000,000.00",0,12,2,TRUE,
9667,passenger,Yes,84,,,,,,"43,000,000,000.00",14:10,,Boarding,,"43,000,000,000.00",2,13,8,FALSE,
87703,passenger,Yes,43,,,,,,"18,900,000,000.00",07:06,,Boarding,,"18,900,000,000.00",2,11,6,FALSE,
94833,cargo,Yes,66,,,,,,"80,400,000,000.00",15:22,,On-Time,,"80,400,000,000.00",1,14,5,FALSE,
57135,cargo,No,50,,,,,,"48,600,000,000.00",23:17,,On-Time,,"48,600,000,000.00",2,3,18,FALSE,
55565,passenger,No,25,,,,,,"39,100,000,000.00",18:07,,Boarding,,"39,100,000,000.00",1,10,18,TRUE,
75217,cargo,No,92,,,,,,"43,000,000,000.00",03:54,,On-Time,,"43,000,000,000.00",1,18,19,TRUE,
78242,cargo,Yes,37,,,,,,"53,200,000,000.00",07:29,,Boarding,,"53,200,000,000.00",0,15,2,FALSE,
17712,passenger,Yes,19,,,,,,"42,200,000,000.00",22:17,,Scheduled,,"42,200,000,000.00",1,11,19,FALSE,
12195,passenger,Yes,46,,,,,,"9,620,000,000.00",11:42,,Boarding,,"9,620,000,000.00",1,14,17,TRUE,
81851,cargo,Yes,13,,,,,,"22,800,000,000.00",05:51,,Scheduled,,"22,800,000,000.00",2,6,18,TRUE,
13381,passenger,No,72,,,,,,"64,100,000,000.00",17:15,,On-Time,,"64,100,000,000.00",2,17,8,FALSE,
84954,cargo,No,14,,,,,,"78,500,000,000.00",19:29,,Boarding,,"78,500,000,000.00",1,0,18,FALSE,
55721,cargo,No,76,,,,,,"87,000,000,000.00",22:49,,Arrived,,"87,000,000,000.00",1,7,14,FALSE,
87001,cargo,Yes,39,,,,,,"11,800,000,000.00",07:55,,Arrived,,"11,800,000,000.00",0,4,14,FALSE,
17022,cargo,Yes,88,,,,,,"83,500,000,000.00",11:43,,Boarding,,"83,500,000,000.00",1,17,11,TRUE,
42459,cargo,No,84,,,,,,"89,200,000,000.00",06:45,,Boarding,,"89,200,000,000.00",1,4,11,FALSE,
82070,passenger,Yes,10,,,,,,"62,300,000,000.00",01:29,,On-Time,,"62,300,000,000.00",0,16,1,TRUE,
76328,cargo,No,27,,,,,,"43,100,000,000.00",14:34,,Scheduled,,"43,100,000,000.00",0,16,5,FALSE,
24766,passenger,No,15,,,,,,"7,790,000,000.00",00:22,,Scheduled,,"7,790,000,000.00",2,11,6,TRUE,
38279,cargo,No,32,,,,,,"29,400,000,000.00",08:02,,Scheduled,,"29,400,000,000.00",2,14,17,FALSE,
21706,passenger,No,80,,,,,,"70,000,000,000.00",23:18,,Boarding,,"70,000,000,000.00",1,10,9,TRUE,
99005,passenger,No,46,,,,,,"63,300,000,000.00",18:15,,Arrived,,"63,300,000,000.00",0,13,3,FALSE,
11232,cargo,Yes,77,,,,,,"75,200,000,000.00",03:04,,Early,,"75,200,000,000.00",1,15,7,TRUE,
58223,passenger,Yes,80,,,,,,"99,100,000,000.00",16:09,,Boarding,,"99,100,000,000.00",0,19,13,FALSE,
71611,cargo,No,66,,,,,,"74,100,000,000.00",09:17,,Early,,"74,100,000,000.00",1,2,11,TRUE,
18077,passenger,No,16,,,,,,"33,400,000,000.00",06:57,,Early,,"33,400,000,000.00",0,4,15,FALSE,
35213,cargo,No,28,,,,,,"56,700,000,000.00",20:32,,On-Time,,"56,700,000,000.00",2,0,10,FALSE,
63126,cargo,Yes,30,,,,,,"28,400,000,000.00",16:16,,Arrived,,"28,400,000,000.00",1,15,4,FALSE,
93460,passenger,No,83,,,,,,"59,000,000,000.00",20:13,,Early,,"59,000,000,000.00",0,2,10,TRUE,
86190,cargo,Yes,86,,,,,,"42,700,000,000.00",12:06,,Scheduled,,"42,700,000,000.00",2,3,0,TRUE,
27988,cargo,No,27,,,,,,"98,900,000,000.00",08:11,,On-Time,,"98,900,000,000.00",2,19,15,FALSE,
51741,passenger,Yes,76,,,,,,"68,800,000,000.00",05:58,,Scheduled,,"68,800,000,000.00",1,7,3,TRUE,
56780,cargo,No,69,,,,,,"81,200,000,000.00",01:44,,Arrived,,"81,200,000,000.00",0,12,17,FALSE,
17072,passenger,No,48,,,,,,"45,600,000,000.00",05:04,,Scheduled,,"45,600,000,000.00",1,2,9,FALSE,
66439,passenger,Yes,62,,,,,,"38,100,000,000.00",07:20,,On-Time,,"38,100,000,000.00",0,6,11,TRUE,
97839,passenger,Yes,37,,,,,,"37,000,000,000.00",08:11,,Arrived,,"37,000,000,000.00",1,2,5,FALSE,
84528,passenger,No,17,,,,,,"13,700,000,000.00",02:55,,Early,,"13,700,000,000.00",0,9,4,TRUE,
35780,passenger,No,53,,,,,,"91,000,000,000.00",18:23,,On-Time,,"91,000,000,000.00",0,10,8,FALSE,
21851,cargo,No,97,,,,,,"14,700,000,000.00",00:59,,Scheduled,,"14,700,000,000.00",1,15,6,TRUE,
36074,passenger,Yes,55,,,,,,"70,200,000,000.00",12:51,,On-Time,,"70,200,000,000.00",1,19,6,FALSE,
98723,cargo,No,96,,,,,,"3,480,000,000.00",14:47,,Early,,"3,480,000,000.00",0,19,8,FALSE,
42449,passenger,No,89,,,,,,"90,600,000,000.00",14:21,,Arrived,,"90,600,000,000.00",0,2,4,TRUE,
85795,passenger,Yes,17,,,,,,"88,400,000,000.00",17:01,,On-Time,,"88,400,000,000.00",0,0,6,FALSE,
72096,cargo,Yes,97,,,,,,"59,800,000,000.00",12:09,,Boarding,,"59,800,000,000.00",1,14,3,FALSE,
16509,cargo,Yes,48,,,,,,"48,300,000,000.00",05:38,,Boarding,,"48,300,000,000.00",0,6,19,FALSE,
21702,passenger,No,43,,,,,,"35,500,000,000.00",08:11,,Arrived,,"35,500,000,000.00",1,18,10,FALSE,
30138,passenger,No,16,,,,,,"92,600,000,000.00",21:55,,Early,,"92,600,000,000.00",1,3,14,TRUE,
87192,cargo,Yes,30,,,,,,"39,200,000,000.00",18:09,,On-Time,,"39,200,000,000.00",0,9,17,FALSE,
79997,cargo,No,95,,,,,,"7,870,000,000.00",16:48,,Scheduled,,"7,870,000,000.00",0,20,9,FALSE,
90833,passenger,No,78,,,,,,"54,300,000,000.00",12:46,,Arrived,,"54,300,000,000.00",1,3,20,TRUE,
26313,cargo,No,74,,,,,,"81,900,000,000.00",05:11,,Early,,"81,900,000,000.00",0,17,6,FALSE,
35262,cargo,No,14,,,,,,"96,100,000,000.00",17:49,,Boarding,,"96,100,000,000.00",1,9,19,FALSE,
17158,cargo,No,57,,,,,,"91,000,000,000.00",23:37,,On-Time,,"91,000,000,000.00",2,18,10,TRUE,
49864,cargo,Yes,98,,,,,,"15,200,000,000.00",04:52,,Early,,"15,200,000,000.00",1,17,9,TRUE,
92545,cargo,Yes,30,,,,,,"77,300,000,000.00",00:53,,Boarding,,"77,300,000,000.00",1,13,2,TRUE,
3737,passenger,No,19,,,,,,"60,200,000,000.00",11:36,,Early,,"60,200,000,000.00",1,17,7,FALSE,
49823,cargo,Yes,90,,,,,,"71,800,000,000.00",01:34,,On-Time,,"71,800,000,000.00",1,16,14,FALSE,
44865,passenger,Yes,26,,,,,,"92,900,000,000.00",04:52,,Boarding,,"92,900,000,000.00",2,3,18,TRUE,
98546,cargo,No,46,,,,,,"91,600,000,000.00",12:40,,Scheduled,,"91,600,000,000.00",1,11,18,TRUE,
33754,cargo,Yes,23,,,,,,"32,800,000,000.00",07:01,,Boarding,,"32,800,000,000.00",2,18,0,TRUE,
61188,cargo,No,26,,,,,,"61,200,000,000.00",00:24,,Scheduled,,"61,200,000,000.00",1,3,17,FALSE,
57751,passenger,Yes,90,,,,,,"20,700,000,000.00",03:57,,Early,,"20,700,000,000.00",2,3,13,TRUE,
18603,passenger,Yes,74,,,,,,"46,500,000,000.00",03:12,,Boarding,,"46,500,000,000.00",1,16,20,FALSE,
4761,cargo,No,77,,,,,,"91,700,000,000.00",14:49,,Arrived,,"91,700,000,000.00",1,0,15,FALSE,
44222,cargo,No,21,,,,,,"70,400,000,000.00",23:28,,Arrived,,"70,400,000,000.00",1,14,3,TRUE,
75464,passenger,Yes,54,,,,,,"42,400,000,000.00",10:54,,Boarding,,"42,400,000,000.00",1,3,13,FALSE,
83786,cargo,Yes,11,,,,,,"37,200,000,000.00",02:22,,Scheduled,,"37,200,000,000.00",1,16,15,TRUE,
7439,passenger,No,33,,,,,,"32,600,000,000.00",18:26,,Early,,"32,600,000,000.00",0,1,1,FALSE,
52143,passenger,Yes,68,,,,,,"83,600,000,000.00",12:02,,Arrived,,"83,600,000,000.00",1,14,11,TRUE,
87283,cargo,Yes,24,,,,,,"90,100,000,000.00",03:34,,Scheduled,,"90,100,000,000.00",0,19,16,FALSE,
67344,passenger,Yes,62,,,,,,"99,800,000,000.00",16:33,,Scheduled,,"99,800,000,000.00",0,10,4,TRUE,
22360,passenger,Yes,23,,,,,,"96,500,000,000.00",09:01,,On-Time,,"96,500,000,000.00",1,11,11,FALSE,
65134,cargo,No,71,,,,,,"67,300,000,000.00",06:28,,Boarding,,"67,300,000,000.00",1,4,5,TRUE,
97867,cargo,No,79,,,,,,"11,400,000,000.00",04:06,,Boarding,,"11,400,000,000.00",0,12,18,FALSE,
60649,passenger,Yes,90,,,,,,"2,330,000,000.00",01:57,,Early,,"2,330,000,000.00",1,8,15,TRUE,
66333,cargo,No,12,,,,,,"64,700,000,000.00",23:19,,Boarding,,"64,700,000,000.00",1,11,13,FALSE,
96389,passenger,Yes,95,,,,,,"15,300,000,000.00",22:30,,Arrived,,"15,300,000,000.00",1,12,7,TRUE,
31169,passenger,Yes,58,,,,,,"85,100,000,000.00",02:45,,Early,,"85,100,000,000.00",1,10,7,TRUE,
36444,passenger,No,20,,,,,,"51,500,000,000.00",14:34,,Boarding,,"51,500,000,000.00",2,14,9,FALSE,
72906,passenger,No,85,,,,,,"90,600,000,000.00",17:00,,On-Time,,"90,600,000,000.00",1,12,3,FALSE,
69220,cargo,No,32,,,,,,"41,400,000,000.00",07:54,,Early,,"41,400,000,000.00",2,3,12,FALSE,
19154,cargo,Yes,29,,,,,,"67,000,000,000.00",11:33,,Early,,"67,000,000,000.00",2,11,19,FALSE,
54790,passenger,Yes,36,,,,,,"96,500,000,000.00",17:19,,Early,,"96,500,000,000.00",0,10,15,TRUE,
22389,cargo,No,48,,,,,,"6,100,000,000.00",14:32,,Boarding,,"6,100,000,000.00",0,7,1,FALSE,
29301,cargo,Yes,49,,,,,,"15,400,000,000.00",02:28,,On-Time,,"15,400,000,000.00",2,10,19,FALSE,
76664,passenger,No,94,,,,,,"53,300,000,000.00",06:11,,On-Time,,"53,300,000,000.00",0,17,3,FALSE,
84947,passenger,No,12,,,,,,"99,900,000,000.00",18:33,,Early,,"99,900,000,000.00",0,12,2,FALSE,
66911,passenger,Yes,19,,,,,,"68,700,000,000.00",13:20,,On-Time,,"68,700,000,000.00",0,19,14,FALSE,
50863,cargo,No,11,,,,,,"48,000,000,000.00",15:28,,On-Time,,"48,000,000,000.00",2,2,2,TRUE,
71054,cargo,No,74,,,,,,"37,600,000,000.00",05:00,,Early,,"37,600,000,000.00",2,14,17,TRUE,
17757,passenger,Yes,27,,,,,,"65,500,000,000.00",00:40,,On-Time,,"65,500,000,000.00",0,10,14,TRUE,
71204,passenger,No,59,,,,,,"37,400,000,000.00",04:45,,Boarding,,"37,400,000,000.00",1,17,9,FALSE,
52517,cargo,Yes,20,,,,,,"96,800,000,000.00",13:56,,Early,,"96,800,000,000.00",2,2,15,FALSE,
41004,passenger,Yes,80,,,,,,"15,900,000,000.00",16:24,,Early,,"15,900,000,000.00",0,10,3,TRUE,
52840,cargo,No,57,,,,,,"8,400,000,000.00",04:05,,Scheduled,,"8,400,000,000.00",0,10,14,FALSE,
90682,passenger,Yes,16,,,,,,"40,200,000,000.00",14:33,,Early,,"40,200,000,000.00",1,20,13,TRUE,
89380,cargo,Yes,54,,,,,,"43,300,000,000.00",16:39,,Boarding,,"43,300,000,000.00",1,9,8,TRUE,
96880,cargo,No,11,,,,,,"41,100,000,000.00",22:31,,Early,,"41,100,000,000.00",2,8,17,TRUE,
79439,cargo,Yes,74,,,,,,"56,700,000,000.00",20:28,,Arrived,,"56,700,000,000.00",0,7,4,TRUE,
73462,cargo,No,23,,,,,,"85,300,000,000.00",16:01,,Boarding,,"85,300,000,000.00",1,0,16,FALSE,
3817,passenger,No,43,,,,,,"41,500,000,000.00",09:35,,Early,,"41,500,000,000.00",1,11,8,FALSE,
67707,cargo,Yes,96,,,,,,"25,600,000,000.00",10:34,,Early,,"25,600,000,000.00",1,14,8,FALSE,
12833,cargo,No,77,,,,,,"57,600,000,000.00",06:48,,On-Time,,"57,600,000,000.00",1,12,5,FALSE,
85268,passenger,Yes,54,,,,,,"71,000,000,000.00",10:37,,Boarding,,"71,000,000,000.00",1,10,9,FALSE,
93646,cargo,No,12,,,,,,"58,000,000,000.00",08:03,,Boarding,,"58,000,000,000.00",0,4,5,FALSE,
313,cargo,No,90,,,,,,"97,200,000,000.00",16:10,,Boarding,,"97,200,000,000.00",1,17,16,FALSE,
29077,cargo,No,69,,,,,,"93,000,000,000.00",12:28,,Boarding,,"93,000,000,000.00",2,3,13,TRUE,
78180,passenger,Yes,55,,,,,,"991,000,000.00",15:51,,On-Time,,"991,000,000.00",1,10,10,TRUE,
82518,passenger,No,35,,,,,,"14,900,000,000.00",16:50,,On-Time,,"14,900,000,000.00",0,6,8,FALSE,
15738,passenger,No,44,,,,,,"48,000,000,000.00",20:23,,Early,,"48,000,000,000.00",2,16,7,TRUE,
57805,passenger,Yes,27,,,,,,"12,600,000,000.00",19:09,,Early,,"12,600,000,000.00",0,6,19,TRUE,
18362,passenger,Yes,33,,,,,,"58,800,000,000.00",02:31,,Early,,"58,800,000,000.00",1,7,10,TRUE,
280,cargo,No,83,,,,,,"98,300,000,000.00",20:10,,Early,,"98,300,000,000.00",1,17,10,TRUE,
57927,cargo,Yes,100,,,,,,"1,120,000,000.00",03:01,,Early,,"1,120,000,000.00",1,7,12,FALSE,
58271,cargo,Yes,94,,,,,,"56,900,000,000.00",23:53,,Arrived,,"56,900,000,000.00",1,2,5,FALSE,
762,passenger,Yes,40,,,,,,"71,800,000,000.00",07:56,,On-Time,,"71,800,000,000.00",0,9,13,TRUE,
62134,passenger,No,88,,,,,,"52,800,000,000.00",16:35,,Boarding,,"52,800,000,000.00",1,14,1,TRUE,
53331,cargo,Yes,30,,,,,,"13,400,000,000.00",09:38,,Boarding,,"13,400,000,000.00",1,4,8,FALSE,
78913,passenger,Yes,82,,,,,,"73,900,000,000.00",06:38,,Scheduled,,"73,900,000,000.00",1,7,17,FALSE,
40713,passenger,Yes,18,,,,,,"71,900,000,000.00",00:01,,On-Time,,"71,900,000,000.00",1,9,1,TRUE,
4960,cargo,No,28,,,,,,"60,600,000,000.00",03:03,,Scheduled,,"60,600,000,000.00",1,0,11,TRUE,
98508,cargo,No,53,,,,,,"48,000,000,000.00",14:51,,Boarding,,"48,000,000,000.00",2,18,19,FALSE,
88492,passenger,No,66,,,,,,"95,900,000,000.00",21:30,,Early,,"95,900,000,000.00",1,7,7,TRUE,
98693,cargo,No,25,,,,,,"25,300,000,000.00",01:27,,On-Time,,"25,300,000,000.00",1,7,13,TRUE,
22826,passenger,Yes,13,,,,,,"15,800,000,000.00",21:21,,On-Time,,"15,800,000,000.00",1,10,14,TRUE,
58863,cargo,Yes,35,,,,,,"71,800,000,000.00",01:03,,On-Time,,"71,800,000,000.00",0,9,15,TRUE,
21117,cargo,Yes,25,,,,,,"99,600,000,000.00",11:56,,Boarding,,"99,600,000,000.00",0,6,9,FALSE,
77610,cargo,No,92,,,,,,"61,300,000,000.00",13:36,,Arrived,,"61,300,000,000.00",1,16,12,TRUE,
60343,cargo,Yes,56,,,,,,"32,500,000,000.00",18:21,,Scheduled,,"32,500,000,000.00",1,5,6,TRUE,
38638,passenger,Yes,53,,,,,,"85,800,000,000.00",07:24,,Early,,"85,800,000,000.00",2,7,19,TRUE,
891,cargo,Yes,58,,,,,,"39,300,000,000.00",21:42,,Early,,"39,300,000,000.00",1,13,1,FALSE,
22668,passenger,Yes,64,,,,,,"64,600,000,000.00",12:51,,Early,,"64,600,000,000.00",1,10,12,TRUE,
67511,cargo,No,90,,,,,,"67,100,000,000.00",04:30,,Scheduled,,"67,100,000,000.00",0,17,0,FALSE,
67267,cargo,No,88,,,,,,"25,500,000,000.00",22:55,,Scheduled,,"25,500,000,000.00",0,10,11,FALSE,
15413,cargo,Yes,52,,,,,,"45,800,000,000.00",22:07,,Scheduled,,"45,800,000,000.00",1,14,2,FALSE,
21717,cargo,No,18,,,,,,"48,000,000,000.00",17:59,,Boarding,,"48,000,000,000.00",1,17,17,TRUE,
67085,cargo,Yes,27,,,,,,"33,300,000,000.00",02:07,,Early,,"33,300,000,000.00",1,19,16,FALSE,
53163,passenger,Yes,69,,,,,,"11,600,000,000.00",22:47,,Early,,"11,600,000,000.00",2,7,4,FALSE,
31578,passenger,Yes,86,,,,,,"26,100,000,000.00",14:26,,Boarding,,"26,100,000,000.00",1,13,8,TRUE,
24957,passenger,No,57,,,,,,"65,700,000,000.00",08:14,,Arrived,,"65,700,000,000.00",0,4,18,FALSE,
24850,cargo,Yes,61,,,,,,"89,600,000,000.00",10:12,,On-Time,,"89,600,000,000.00",1,16,17,TRUE,
92250,passenger,Yes,89,,,,,,"18,100,000,000.00",14:04,,Scheduled,,"18,100,000,000.00",0,14,1,FALSE,
44909,passenger,No,92,,,,,,"88,800,000,000.00",21:05,,On-Time,,"88,800,000,000.00",1,4,16,FALSE,
52711,cargo,Yes,61,,,,,,"85,800,000,000.00",15:03,,Boarding,,"85,800,000,000.00",1,3,13,TRUE,
90390,cargo,Yes,15,,,,,,"45,400,000,000.00",03:32,,Early,,"45,400,000,000.00",1,8,6,FALSE,
78497,passenger,Yes,46,,,,,,"57,400,000,000.00",13:32,,Boarding,,"57,400,000,000.00",0,11,2,FALSE,
92484,cargo,Yes,35,,,,,,"20,100,000,000.00",22:03,,Boarding,,"20,100,000,000.00",2,2,7,TRUE,
21047,passenger,No,93,,,,,,"29,400,000,000.00",11:12,,Arrived,,"29,400,000,000.00",0,14,11,TRUE,
96290,cargo,Yes,17,,,,,,"73,600,000,000.00",09:42,,Early,,"73,600,000,000.00",0,16,18,TRUE,
31388,passenger,Yes,70,,,,,,"87,000,000,000.00",09:21,,Scheduled,,"87,000,000,000.00",2,8,14,FALSE,
